,0
0,1.7628004470858485
1,1.3881571790692184
2,1.6850964769422556
3,1.3146467107591007
4,1.5916381088122726
5,1.2400436384157296
6,1.4922290664340054
7,1.1675502661602102
8,1.3955741915787712
9,1.1028007364593608
10,1.303268814497575
11,1.0371458097683184
12,1.2201321848967228
13,0.9778641735226574
14,1.1424897924629451
15,0.9231391111763804
16,1.0713037292665875
17,0.8729232861048423
18,1.0062838034415258
19,0.8265236454564983
20,0.9467406899021594
21,0.7837316953322677
22,0.8923614246393513
23,0.7440350401762339
24,0.8422867861595698
25,0.7072478087458259
26,0.7964054099920812
27,0.6799783931622518
28,0.7569118435059942
29,0.6433399824246274
30,0.7156832820228836
31,0.6134559346570245
32,0.6790492924946575
33,0.5839922475280975
34,0.6445096774223863
35,0.558032252097981
36,0.6128431596539584
37,0.5325008847812776
38,0.5829761055079843
39,0.509574229402247
40,0.5599687444027546
41,0.4901680313429096
42,0.5327984242024842
43,0.46865248964997214
44,0.5060960562823736
45,0.4471348543408739
46,0.48263240942007124
47,0.4353287616547594
48,0.46374176086314073
49,0.4147294970252879
50,0.4420204555059257
51,0.39649119890343487
52,0.4207783918210485
53,0.3787848684719201
54,0.4019963340684096
55,0.3630369133226239
56,0.38350368296740456
57,0.3473395493202554
58,0.36689910046758994
59,0.33340458237197573
60,0.3504932362676675
61,0.3192646009395375
62,0.3356482202182849
63,0.3067768138523645
64,0.3209331012389948
65,0.29391785038264323
66,0.30757440660943586
67,0.28265070301607054
68,0.2942822541616788
69,0.27088287942852757
70,0.28221251693195276
71,0.2606809014951153
72,0.27014634505563156
73,0.2498620869593073
74,0.2592133008857031
75,0.24060997666626993
76,0.24821905763925609
77,0.23062684838111447
78,0.23829983234699156
79,0.22223412400591908
80,0.22825168147133118
81,0.2129921698433092
82,0.23045015393613077
83,0.2136984363722529
84,0.22266510436808026
85,0.2160836531501845
86,0.21193731833872498
87,0.1965169796386168
88,0.20403198000989714
89,0.19549532594374297
90,0.19255158669180275
91,0.1797679612546405
92,0.18578558297119335
93,0.17844053419866227
94,0.17597282727455565
95,0.16514083057412868
96,0.16995586280682418
97,0.16365855571053042
98,0.16131255462806082
99,0.15204974920640016
100,0.15596061317055823
101,0.1506316700886731
102,0.14819038900270307
103,0.140228470390113
104,0.14340915449657332
105,0.13897857911849287
106,0.1363331307191671
107,0.1294681254811549
108,0.13209835136375797
109,0.12849939469078356
110,0.12557478517216636
111,0.11964540133161922
112,0.12184027320082261
113,0.11901172396678229
114,0.11576968271390815
115,0.11064615371739844
116,0.11252149116588901
117,0.11040800303714914
118,0.1068161626232604
119,0.10239243611500298
120,0.10402686330097267
121,0.1025802029297722
122,0.1345196861683614
123,0.1270123387518664
124,0.11754354914143372
125,0.102307554098905
126,0.10543686893482901
127,0.10193442029120459
128,0.0935936520787186
129,0.0914450721995369
130,0.09369646785213093
131,0.09203405743510873
132,0.08452050691227474
133,0.08324241134514862
134,0.08464270949660439
135,0.08400900455702215
136,0.077101082098431
137,0.07632960002378374
138,0.07712854887939942
139,0.07716993624022826
140,0.07072359713318592
141,0.07030398065833247
142,0.0706787182312407
143,0.07119575468197563
144,0.06509354824113048
145,0.0649467065479408
146,0.06503531050545706
147,0.06590997684359505
148,0.06004735537641267
149,0.060130741147301284
150,0.06003353045760174
151,0.061195374815252994
152,0.05548135354733199
153,0.055771984206615714
154,0.055562925682532925
155,0.05696988578688987
156,0.05132517708657652
157,0.05181093651207961
158,0.05154479114613605
159,0.0531716145061807
160,0.04752743630857062
161,0.048202338051195046
162,0.047920714217357066
163,0.04975176590051223
164,0.0440484793024734
165,0.04491000629149055
166,0.044645561129997124
167,0.04667038150845341
168,0.04085625580747377
169,0.04190386690059682
170,0.0416832584159463
171,0.04389386861103342
172,0.08978148108801505
173,0.06921363525182307
174,0.05172528998952817
175,0.05414155919460268
176,0.05579976734852087
177,0.06109608087874106
178,0.044488521985431635
179,0.04817900573743529
180,0.048805229438392966
181,0.05497078524201599
182,0.03941829482388317
183,0.043507170805594735
184,0.04338698858486262
185,0.04991349346797426
186,0.03540318410589723
187,0.03962338006199379
188,0.0390162453496891
189,0.0456349480508609
190,0.03208579856538173
191,0.03631277628367596
192,0.03541742673857261
193,0.04197766832149975
194,0.029275641130863953
195,0.033453171862738336
196,0.03241308901512801
197,0.03883689430747874
198,0.026853956247379667
199,0.0309643382690693
200,0.02987920563593609
201,0.03613485648178484
202,0.02474072944724119
203,0.028788511570686858
204,0.027725468066253336
205,0.033809784779533114
206,0.022879362276847386
207,0.026881347229424712
208,0.025884398715434975
209,0.03181049647993086
210,0.02122835432116453
211,0.02520723961487599
212,0.024304513187453282
213,0.030093481093886505
214,0.01975634903156282
215,0.023736700908760212
216,0.02294572185086794
217,0.028621207246801787
218,0.018439006937316194
219,0.02244478715685046
220,0.021776140674957523
221,0.027361056090908463
222,0.017256958161194602
223,0.0213100860989244
224,0.020769860616979646
225,0.02628458528402086
226,0.01619442877339868
227,0.020314022335720446
228,0.019905391846571325
229,0.025366973651342713
230,0.07763715483176585
231,0.055412993299528944
232,0.04174442851558239
233,0.04518222455097775
234,0.03581187181885207
235,0.04792339163748724
236,0.033867400770181924
237,0.03968420649800942
238,0.02998408290853974
