qi,uf,u_new,P
17.103301186290025,15.788369332228564,16.986342649735857,150.29733404021974
16.986342649735857,15.664469703292406,17.101728222875778,150.29833478140816
17.101728222875778,15.786634504449236,17.002358047551052,150.38808180840252
17.002358047551052,15.680613673808777,17.117053020366072,150.48414771558575
17.117053020366072,15.802079813766,17.017732511508566,150.48648340800136
17.017732511508566,15.697089295045116,17.115305470130313,150.487402014865
17.115305470130313,15.7999055232202,17.00541361975098,150.48793270164407
17.00541361975098,15.683596293817951,17.11194378864472,150.48873773735164
17.11194378864472,15.796066403009013,17.017319574758776,150.49102092454564
17.017319574758776,15.696204913914444,17.110579085259758,150.49195221935733
17.110579085259758,15.794439845160353,17.010101330446336,150.49248716473963
17.010101330446336,15.688220459345734,17.10774643586537,150.49328626113333
17.10774643586537,15.791250927719787,17.019662842987856,150.49551740687681
17.019662842987856,15.69830457586836,17.106713315377647,150.4964616844557
17.106713315377647,15.790025396288843,17.01520310193922,150.497000640086
17.01520310193922,15.693319863933722,17.104331788913896,150.49779384987335
17.104331788913896,15.787355832591166,17.023150323915004,150.49997491901104
17.023150323915004,15.70167830514945,17.103559696196545,150.50093313285944
17.103559696196545,15.786431381954003,17.02022313785907,150.5014758355211
17.02022313785907,15.698371431082801,17.10153111789601,150.5022631989893
17.10153111789601,15.784160509577852,17.027017966708083,150.5043971573579
17.027017966708083,15.705506233332226,17.100957541927777,150.50537037016838
17.100957541927777,15.78346167645432,17.02495546186107,150.50591653056685
17.02495546186107,15.703153955192802,17.099194419785288,150.50669795467482
17.099194419785288,15.78148925578808,17.030899432058863,150.50878836690978
17.030899432058863,15.709389578114505,17.098773460688257,150.5097775835523
17.098773460688257,15.780963220587747,17.02932747876856,150.51032691036497
17.02932747876856,15.707585339967311,17.097206082033924,150.511102154113
17.097206082033924,15.779211290523826,17.03462518558457,150.51315281811299
17.03462518558457,15.713140931314298,17.096906806902613,150.5141588836157
17.096906806902613,15.778823072842199,17.033329319448562,150.5147111047648
17.033329319448562,15.711650323523932,17.09548236538247,150.51547980660803
17.09548236538247,15.777233080624528,17.0381241169556,150.51749447655067
17.0381241169556,15.716678305429129,17.09528524044229,150.51851803843115
17.09528524044229,15.776960574646136,17.03697920066198,150.51907291459182
17.03697920066198,15.715363672658254,17.09396472704082,150.5198346486707
17.09396472704082,15.775489317872992,17.041374341684776,150.5218168379835
17.041374341684776,15.719973330392605,17.093858113147103,150.5228583728196
17.093858113147103,15.775319147291057,17.040306533708055,150.52341569987098
17.040306533708055,15.718752700131224,17.09261300426184,150.52417004172418
17.09261300426184,15.7739349308403,17.060939977276288,150.61817486217453
17.060939977276288,15.739233864930872,17.119534358394645,150.72258665714475
17.119534358394645,15.800933445043912,17.07243066931233,150.7244732320137
17.07243066931233,15.751374241470948,17.11631017964433,150.72525984515946
17.11631017964433,15.797132068910207,17.06332639680397,150.72582242637313
17.06332639680397,15.741287024773836,17.116353292919065,150.72676747162822
17.116353292919065,15.796954364173189,17.072180146891785,150.72861039577435
17.072180146891785,15.750619690291359,17.113974920666074,150.72940296388936
17.113974920666074,15.794230811195337,17.066100931385943,150.72997055859318
17.066100931385943,15.743852559535542,17.113945309670797,150.73091061133294
17.113945309670797,15.794065427461204,17.073151049476593,150.7327116962551
17.073151049476593,15.751275052540494,17.112177166284724,150.73350994306492
17.112177166284724,15.792054265361719,17.068936553806363,150.73408232874436
17.068936553806363,15.74656403720509,17.112122015731455,150.73501743169007
17.112122015731455,15.791898580933589,17.07471227800178,150.73677928689568
17.07471227800178,15.752637428564396,17.110795302804465,150.73758347682022
17.110795302804465,15.790388908620749,17.071671137823415,150.73816048264328
17.071671137823415,15.749224050879569,17.110732604019805,150.7390908546384
17.110732604019805,15.790244692507356,17.07652440216266,150.74081646313638
17.07652440216266,15.754322050720464,17.109722421707584,150.7416269784685
17.109722421707584,15.789090794421302,17.074231375521407,150.74220845450637
17.074231375521407,15.751739507576954,17.10965756063722,150.74313427573517
17.10965756063722,15.788956398189715,17.078400670057153,150.74482668340693
17.078400670057153,15.756115413822569,17.108875062977273,150.74564391834414
17.108875062977273,15.788057415692272,17.07659071728405,150.74622972229952
17.07659071728405,15.75407240653654,17.108808961878562,150.74715106375766
17.108808961878562,15.787930126703925,17.08024262360913,150.74881315281584
17.08024262360913,15.75790307294479,17.108192509907873,150.74963745139615
17.108192509907873,15.787216899311689,17.078748283877005,150.7502274413489
17.078748283877005,15.756215013138428,17.108124818271648,150.75114424255244
17.108124818271648,15.78709424162702,17.08200158854919,150.75277859945587
17.08200158854919,15.759626312793904,17.107632320759773,150.75361022124034
17.107632320759773,15.78651974989915,17.080715875054864,150.7542042530827
17.080715875054864,15.758174789517899,17.107562555218394,150.75511633462887
17.107562555218394,15.786399855166833,17.083656906042467,150.75672520398408
17.083656906042467,15.761257999006792,17.107165607034112,150.75756431588547
17.107165607034112,15.785932350698022,17.082510788556657,150.75816224433973
17.082510788556657,15.7599662012464,17.10709345636892,150.7590693443117
17.10709345636892,15.785813918611307,17.08520327901127,150.76065464420742
17.08520327901127,15.762788544091304,17.10677304605835,150.7615013331491
17.10677304605835,15.785432057743677,17.084151863271742,150.76210301468367
17.084151863271742,15.761606186547974,17.10669836790056,150.76300483436762
17.10669836790056,15.785314186531023,17.086643534341487,150.7645682038936
17.086643534341487,15.764217879004821,17.106441832708583,150.76542250100377
17.106441832708583,15.785003639101767,17.10154394450616,150.857462684196
17.10154394450616,15.779240081428622,17.127376001397415,150.9837695740117
17.127376001397415,15.805931583996186,17.10085831934844,150.9845004143904
17.10085831934844,15.778112071328716,17.13143447835165,150.98569993459805
17.13143447835165,15.809980015611224,17.105392160597525,150.98677809422108
17.105392160597525,15.782612635487354,17.125471380926705,150.98746704080787
17.125471380926705,15.803322037400282,17.10479393864083,150.98820572020512
17.10479393864083,15.78163873418864,17.128896380809156,150.98941267399306
17.128896380809156,15.806832429703233,17.108241574423204,150.99047730739198
17.108241574423204,15.785079933025218,17.124540884769207,150.99116756291804
17.124540884769207,15.801987787415063,17.10773215819617,150.9919136594402
17.10773215819617,15.784300844321837,17.127461858307363,150.99312727362909
17.127461858307363,15.80499941329054,17.11042823394016,150.99417952132947
17.11042823394016,15.787007676722235,17.12420182202519,150.99487062371205
17.12420182202519,15.801369804420702,17.110041797463797,150.99562387748315
17.110041797463797,15.78642297394281,17.12672663051274,150.99684399112147
17.12672663051274,15.803976141975232,17.11221198744821,150.99788484270564
17.11221198744821,15.788609868473658,17.124214925374684,150.99857645457482
17.124214925374684,15.801173584009401,17.111946243033277,150.99933667557184
17.111946243033277,15.788194193472782,17.126425557713784,151.00056326126054
17.126425557713784,15.803455317531938,17.113738344266988,151.0015935418613
17.113738344266988,15.790003746841943,17.124428244232462,151.00228535623816
17.124428244232462,15.801221730310335,17.113575874225987,151.0030523885597
17.113575874225987,15.789724961152444,17.126389802649037,151.0042854241977
17.126389802649037,15.803245487999414,17.11508885556355,151.00530580487376
17.11508885556355,15.79125404107177,17.124748597527166,151.00599751652032
17.124748597527166,15.801406971300377,17.115008889821386,151.00677121628817
17.115008889821386,15.79108168513618,17.126513424597313,151.00801063591533
17.126513424597313,15.803227087969686,17.116310634311173,151.00902164789784
17.116310634311173,15.792397464897695,17.12512040055308,151.0097129435851
17.12512040055308,15.801665127220083,17.11629406908849,151.01049316500624
17.11629406908849,15.792305869224503,17.12673068425699,151.0117388475727
17.12673068425699,15.803325612980187,17.117432172109094,151.01274090046593
17.117432172109094,15.793455825487738,17.125511607666823,151.0134314611455
17.125511607666823,15.801958572329433,17.11746327805422,151.01421805031848
17.11746327805422,15.793424711066779,17.127001347435797,151.01546983714437
17.127001347435797,15.803494926693018,17.118471789470266,151.01646324192254
17.118471789470266,15.794442999251823,17.125904689380178,151.01715275297573
17.125904689380178,15.802265978186249,17.118538420648346,151.01794554894602
17.118538420648346,15.794457011844324,17.127301270923947,151.01920328064548
17.127301270923947,15.80370676591582,17.119442156804812,151.0201882760228
17.119442156804812,15.795368614832386,17.126290911033397,151.02087644116148
17.126290911033397,15.802575921188629,17.119535348867004,151.0216752824864
17.119535348867004,15.795416495715795,17.127616391208946,151.02293884302208
17.127616391208946,15.80394410457361,17.120352709889893,151.0239156218457
17.120352709889893,15.796239973827754,17.126666735104724,151.02460217610783
17.126666735104724,15.802882898394891,17.12046609126669,151.02540691015508
17.12046609126669,15.79631369190913,17.12793889198241,151.02667626566276
17.12793889198241,15.804196943098765,17.12121093801793,151.02764499761602
17.12121093801793,15.797063037024403,17.12703157932771,151.02832971601407
17.12703157932771,15.803184852912207,17.121340144809757,151.02914020811795
17.121340144809757,15.797157017008118,17.128264765842392,151.0304154319277
17.128264765842392,15.804459632289992,17.122023072049558,151.03137627997742
17.122023072049558,15.79784292239713,17.152883111085558,151.12422792869646
17.152883111085558,15.829333075654818,17.175949142022944,151.296978924363
17.175949142022944,15.852464062290519,17.14746591122086,151.29758973296583
17.14746591122086,15.822929061508846,17.15630466162398,151.29816827329108
17.15630466162398,15.831049569793175,17.15615141396324,151.29978059277093
17.15615141396324,15.831840774930582,17.165414988651957,151.3014803244071
17.165414988651957,15.840796561908128,17.151312815371377,151.30209134643246
17.151312815371377,15.826243122546693,17.1530593200212,151.3026773005325
17.1530593200212,15.82735979466948,17.15808722817387,151.30428249049436
17.15808722817387,15.833234471001292,17.160125649047185,151.3059379429376
17.160125649047185,15.834917430937093,17.15390296661138,151.30654904220478
17.15390296661138,15.82846324099217,17.151989320640606,151.30714179492753
17.151989320640606,15.826043500813263,17.159312597828155,151.3087419822297
17.159312597828155,15.834076874926051,17.15751467723422,151.31035387732595
17.15751467723422,15.831924577683692,17.155739408691176,151.3109650372633
17.155739408691176,15.830042807437383,17.15199328686749,151.31156474541805
17.15199328686749,15.825876777179783,17.160170326160934,151.31316206799394
17.160170326160934,15.834656790944265,17.156430762266414,151.31473203836825
17.156430762266414,15.830577146617827,17.157118626395437,151.31534328636738
17.157118626395437,15.831233510612854,17.152554394295304,151.31595016530522
17.152554394295304,15.826310294346786,17.160838391396215,151.31754669710588
17.160838391396215,15.835115149539172,17.15619967580844,151.31907687865117
17.15619967580844,15.830154693757493,17.158206023494824,151.31968825283647
17.158206023494824,15.83217584621164,17.153379391583574,151.32030251189022
17.153379391583574,15.827034845973051,17.161404227908022,151.32190018050622
17.161404227908022,15.835517399747143,17.15643833903384,151.32339284355425
17.15643833903384,15.830249064343482,17.159097659071897,151.32400436704847
17.159097659071897,15.832951149706403,17.154309682546774,151.32462618430674
17.154309682546774,15.827883293206392,17.161910906128806,151.32622669148196
17.161910906128806,15.835892677617895,17.156926300770337,151.32768401356236
17.156926300770337,15.830624476190675,17.159851783240438,151.32829567586916
17.159851783240438,15.833608717335325,17.155260808451274,151.3289251873984
17.155260808451274,15.82876585071348,17.16237995581774,151.33052996023392
17.16237995581774,15.836253408248325,17.15753785789544,151.33195391564445
17.15753785789544,15.831145509057167,17.160505785747002,151.33256566381976
17.160505785747002,15.834180239854783,17.15619029396292,151.33320296350672
17.15619029396292,15.829636511427285,17.162822769426437,151.33481315233223
17.162822769426437,15.836604817761735,17.158202120783226,151.33620548590437
17.158202120783226,15.831734855172396,17.161085093316792,151.3368172255148
17.161085093316792,15.83468737865921,17.15707897913939,151.33746237251125
17.15707897913939,15.830473642650373,17.16324609130673,151.33907889134258
17.16324609130673,15.836949357735095,17.15888008135181,151.34044114098174
17.15888008135181,15.832349140397728,17.161607947369358,151.3410527441199
17.161607947369358,15.835145795737752,17.157920427876455,151.34170577412974
17.157920427876455,15.831269014176868,17.163654566355284,151.34332936643696
17.163654566355284,15.837288610753467,17.159551211606907,151.34466290493373
17.159551211606907,15.83296478908689,17.162088004806776,151.34527422138433
17.162088004806776,15.835567322803673,17.15871487895678,151.3459351583663
17.15871487895678,15.832021529211586,17.17110643487434,151.43866254718154
17.17110643487434,15.844317032398001,17.182324104795168,151.59274503379376
17.182324104795168,15.855358837763168,17.190038361923957,151.5962779857989
17.190038361923957,15.864453611533145,17.189612901347573,151.59772622597413
17.189612901347573,15.862900939821285,17.172850736168026,151.59823946951437
17.172850736168026,15.845614804325258,17.18086097925498,151.5988754307398
17.18086097925498,15.853230987220918,17.18745464928496,151.60249656933482
17.18745464928496,15.86101121334016,17.18628455774496,151.60389326417973
17.18628455774496,15.85889691547985,17.17552500699646,151.60440636304256
17.17552500699646,15.847894001439144,17.18065304276501,151.60505470686715
17.18065304276501,15.852665454095817,17.18727450547714,151.60876328907025
17.18727450547714,15.860245520398868,17.18480496893443,151.61011308240856
17.18480496893443,15.856989774373426,17.17834566506082,151.6106254083514
17.17834566506082,15.85041909313825,17.18120886539671,151.61128620849655
17.18120886539671,15.852977856480676,17.188218765960897,151.61507660107281
17.188218765960897,15.860781210360049,17.1845094178872,151.61638334995
17.1845094178872,15.856393741562101,17.181030059014468,151.61689431629975
17.181030059014468,15.852873889225892,17.18223940585066,151.61756790327905
17.18223940585066,15.853823874418094,17.189639570525184,151.6214302271062
17.189639570525184,15.861899947266139,17.184948603881608,151.62269737339955
17.184948603881608,15.856608472234734,17.183465507524232,151.62320651294976
17.183465507524232,15.855121568330043,17.183539990977813,151.62389326736056
17.183539990977813,15.854975705457806,17.191221470121764,151.62781813820212
17.191221470121764,15.863253303287612,17.185824544984907,151.6290487189737
17.185824544984907,15.857308140599267,17.185629434783326,151.6295557920486
17.185629434783326,15.857129207402567,17.18497491391139,151.63025602682578
17.18497491391139,15.856285247565603,17.192797969824596,151.63424009863095
17.192797969824596,15.864645163700176,17.186941175038175,151.63543666254122
17.186941175038175,15.858281383290446,17.18752713869001,151.6359417124994
17.18752713869001,15.858890551978048,17.18645495252504,151.63665563057347
17.18645495252504,15.85765676078857,17.205162115622766,151.7325527202034
17.205162115622766,15.876100527295037,17.188703807250576,151.733663597429
17.188703807250576,15.859838104984576,17.20961832085211,151.73619342416694
17.20961832085211,15.880999370221714,17.189666667547243,151.73692153107183
17.189666667547243,15.86062833274138,17.200186396198887,151.737533166144
17.200186396198887,15.87089152176225,17.227026102862336,151.8680332190903
17.227026102862336,15.898184774312128,17.207042433610027,151.86950993119038
17.207042433610027,15.877646629072824,17.221650832441735,151.87027152832775
17.221650832441735,15.892019366785668,17.207235056586903,151.87093740644286
17.207235056586903,15.877361525434035,17.222189519589538,151.87193850971605
17.222189519589538,15.89234702142375,17.212700344430612,151.87337236873162
17.212700344430612,15.882833022383705,17.21992661523703,151.87414504198904
17.21992661523703,15.889715792732396,17.21226100110012,151.8748072717594
17.21226100110012,15.88200575617763,17.22101312416426,151.87581793558158
17.22101312416426,15.890723395352536,17.21673646307465,151.87726672743065
17.21673646307465,15.886532245126272,17.219604760702826,151.87803967262306
17.219604760702826,15.889064016879725,17.215828223448572,151.8786969348061
17.215828223448572,15.885303054380145,17.220803217546248,151.87971552441041
17.220803217546248,15.890227645748219,17.219573587734313,151.88118121337294
17.219573587734313,15.889122741338463,17.219867532254156,151.88195361163102
17.219867532254156,15.889105623490476,17.21840461120299,151.88260629958341
17.21840461120299,15.887682084096548,17.221058885688517,151.88363261369375
17.221058885688517,15.890283193567907,17.221616120914998,151.8851161338354
17.221616120914998,15.890979559291212,17.220397909646543,151.88588757809217
17.220397909646543,15.889476388463336,17.220308825526743,151.88653599656664
17.220308825526743,15.889436915245469,17.221538043435483,151.88757009341452
17.221538043435483,15.89061428909861,17.223126556925102,151.8890724798639
17.223126556925102,15.892345597615314,17.221039936578947,151.88984270397478
17.221039936578947,15.889997453566908,17.221750807254963,151.89048706392592
17.221750807254963,15.890761854262959,17.222116302758717,151.89152905334927
17.222116302758717,15.891078458417356,17.22427806059099,151.89305144095397
17.22427806059099,15.893381720983404,17.221715450329953,151.89382023647286
17.221715450329953,15.89057768019004,17.22287169792748,151.894460678603
17.22287169792748,15.89178809234351,17.22272955678226,151.89551065191282
17.22272955678226,15.89160076993637,17.22518594762681,151.89705424985183
17.22518594762681,15.89419507167576,17.22238650000582,151.89782143092285
17.22238650000582,15.891171129656595,17.223767737420964,151.89845804287702
17.223767737420964,15.892605286583317,17.223345821666282,151.89951604963275
17.223345821666282,15.89214232842115,17.22592799453069,151.9010821196753
17.22592799453069,15.894857831265053,17.223036380789896,151.9018475082608
17.223036380789896,15.891755891870826,17.22450550999871,151.9024803378261
17.22450550999871,15.893275549670996,17.223950437498882,151.90354638505838
17.223950437498882,15.89268385097282,17.22655727965663,151.9051362266936
17.22655727965663,15.895419136597312,17.223659537602572,151.9058996483788
17.223659537602572,15.892322876582634,17.22513169593945,151.90652871431848
17.22513169593945,15.89384244965855,17.224537997438095,151.90760277744036
17.224537997438095,15.893216728435865,17.227110445522392,151.90921772164748
17.227110445522392,15.8959127912119,17.224256067138633,151.90997900687304
17.224256067138633,15.892869702408786,17.22567941565496,151.91060430805524
17.22567941565496,15.894336896081827,17.225107878586762,151.91168634668577
17.225107878586762,15.89373805905003,17.23575570037538,152.0080075156269
17.23575570037538,15.90424276911855,17.247620193453265,152.14002645124438
17.247620193453265,15.916422246599586,17.247032298379867,152.14211789812342
17.247032298379867,15.915981234473943,17.248237772955388,152.14306262370263
17.248237772955388,15.916653944724384,17.239287479277003,152.14364081801924
17.239287479277003,15.907256386104098,17.24746490901087,152.14449195125712
17.24746490901087,15.915495993807195,17.248485440448977,152.14662326678783
17.248485440448977,15.916829239484958,17.2481126269357,152.1475602156613
17.2481126269357,15.915940349194981,17.242081845955607,152.14813632882442
17.242081845955607,15.909661913995278,17.247826026161547,152.14900044640197
17.247826026161547,15.91541800392802,17.24974025279301,152.15117199743793
17.24974025279301,15.91765692642542,17.248378236602814,152.15209930358725
17.248378236602814,15.915832914811201,17.244357730655928,152.15267304517846
17.244357730655928,15.911663862155207,17.24839615121128,152.15354958841277
17.24839615121128,15.915692984888425,17.250889993449523,152.15576183189464
17.250889993449523,15.918495098088718,17.248872030652638,152.15667941677884
17.248872030652638,15.916064838095117,17.246275113668418,152.15725056118484
17.246275113668418,15.913376945761858,17.249092054697133,152.15813941979678
17.249092054697133,15.916174017454768,17.251972467997668,152.16039274162398
17.251972467997668,15.91934043750703,17.249510626061557,152.16130084079217
17.249510626061557,15.916508082388754,17.24792616433228,152.16186922276995
17.24792616433228,15.91486767331247,17.24986564087272,152.1627703582292
17.24986564087272,15.91678257171919,17.253001870272648,152.16506520111943
17.253001870272648,15.920183205407287,17.250239563530783,152.165964126368
